	N120	N123	N124	N126	N130	N131	N137	N138	N140	N141	N142	N144	N145	N146	N148	N149	N150	N151	N153	N154	N156	N157	N158	N160	N161	N162	N163	N165	N166	N169	N170	N171	N172	N175	N176	N177	N178	N179	N180	N181	N182	N183	N185	N186	N187	N188	N189	N190	N192	N197	N200	N201	N202	N203	N204	N205	N208	N209	N210	N211	N212	N214	N215	N216	N219	N220	N221	N222	N223	N224	N226	N228	N229	N230	N232	N233	N237	N238	N239	N240	N242	N244	N245	N246	N248	N250	N251	N252	N254	N255	N257	N261	N262	N263	N264	N265	N267	N268	N270
CTSH	0.0	0.532568767	1.013964185	1.83978155	1.284004234	1.835862953	2.131603093	0.393931684	0.0	1.34703	0.0	0.910656139	0.711340848	0.0	3.967358688	0.030955195	1.662936476	1.02331957	1.717118377	0.98897	2.267829649	0.73469	1.759653689	0.909988852	0.0	4.33134619	0.205184107	1.146618934	0.260787379	0.0	0.925976999	0.0	2.299816266	0.44008	1.498401268	0.770798767	0.974363093	0.765607499	1.995745195	0.70691	0.984663754	1.25235	3.067818688	0.0	0.203180581	1.076680581	0.868556139	0.451937227	0.40491155	0.181665663	2.137160672	2.378881905	0.593670848	1.040827338	1.856580593	0.39256	0.61911	0.524513348	1.443902759	0.110236176	1.078867379	0.13764207	1.434950581	0.950888934	0.184286346	0.64922314	0.727137379	0.0	0.361860848	0.67518147	1.066191733	1.539277227	0.500953093	1.974625735	0.21415147	1.858703349	1.543063754	0.145346176	2.316741905	1.395975663	0.0	0.90612	1.57693147	0.733655254	1.933421268	2.026153689	0.205080672	0.62667	0.0	2.300481503	1.269171268	0.807778852	0.68856	2.726727338	2.125355663	2.957758688	1.162106472	0.528908852	1.618227338
NOMO1	0.0	0.747118767	1.023404185	1.21000155	0.298584234	0.714602953	0.623713093	1.867581684	0.685097227	0.3741	0.47292	1.750876139	0.711660848	1.516846176	2.747658688	-0.023284805	1.386946476	0.58489957	1.740388377	1.10068	1.161169649	0.92561	0.735033689	0.965098852	-0.205718316	4.57225619	0.568304107	1.184128934	0.566887379	1.699793689	0.292876999	0.787768767	0.947776266	0.41903	0.268171268	0.690498767	1.565373093	0.575367499	0.121795195	0.72392	0.972713754	0.48572	1.063378688	0.053766476	0.742540581	0.150540581	0.568736139	0.043977227	0.29874155	0.720555663	0.846040672	3.302831905	0.357100848	1.101547338	0.696760593	0.41147	0.86769	0.894273348	1.318132759	0.822916176	0.625377379	-0.32405793	1.656240581	-0.034621066	1.220266346	0.28840314	0.584717379	0.910126476	0.339450848	0.59056147	1.221541733	0.818697227	0.954263093	1.727655735	0.70659147	1.297333349	1.796143754	0.358316176	1.269721905	0.995375663	0.190976999	0.61439	1.78639147	0.765165254	2.188291268	1.875703689	0.457200672	0.08287	0.592295254	3.875241503	0.318881268	0.165188852	0.69752	1.782637338	1.097705663	1.874178688	1.140216472	1.740198852	1.353777338
SOST	10.68922207	10.44467877	10.18693419	8.15787155	5.189144234	6.278722953	8.060023093	8.492951684	6.644917227	7.4891	9.99671	6.097496139	9.003130848	8.881996176	10.53892869	10.20161519	5.920206476	8.32828957	7.897388377	8.99621	7.627969649	7.35497	8.947103689	9.975788852	9.702411684	6.51750619	9.356034107	6.216518934	8.389367379	10.54806369	7.753776999	9.328538767	7.335246266	8.59357	8.014861268	9.800618767	9.559833093	9.949437499	7.625325195	9.50003	7.578833754	8.78444	7.437318688	8.521756476	10.08235058	4.349600581	6.949086139	4.544817227	8.79931155	8.536125663	9.143480672	5.636271905	6.946340848	9.557887338	6.205100593	8.01643	7.53689	7.424743348	7.809712759	9.052046176	9.105877379	5.61016207	8.276690581	6.860168934	7.167396346	8.66238314	5.396267379	7.849746476	4.177060848	9.10394147	10.45139173	9.677067227	8.824543093	8.984275735	8.62243147	9.777033349	5.963753754	4.316736176	5.815641905	9.167885663	8.704906999	9.3799	5.16290147	8.128465254	6.949371268	9.344493689	3.920750672	4.86636	8.312315254	4.751451503	8.676121268	5.590018852	7.68808	5.939547338	8.932225663	5.645328688	8.041056472	9.317888852	7.061317338
FAM3C	0.97834207	1.306868767	0.814534185	1.55706155	0.409664234	2.020662953	0.723793093	0.591321684	1.070917227	0.59573	0.63813	2.038386139	0.592570848	1.385276176	3.375278688	0.196105195	1.053796476	1.70894957	1.834088377	0.50148	1.128099649	1.21504	1.456233689	1.110768852	0.565251684	3.57852619	0.948524107	1.287738934	0.491157379	1.441143689	0.126216999	0.701078767	1.469426266	0.32847	0.562951268	1.501528767	0.968763093	0.0	0.080825195	0.25764	0.352023754	0.41126	3.029008688	-0.047723524	0.990960581	0.656200581	0.912386139	0.0	0.37318155	0.965145663	0.714720672	1.873871905	0.936220848	1.272027338	1.434910593	0.23154	0.66731	0.730593348	1.381522759	1.184056176	0.419637379	0.24251207	1.693000581	-0.167231066	1.205146346	0.40294314	0.554447379	0.542406476	0.501480848	0.52306147	0.976121733	0.988227227	0.991433093	1.185565735	0.87966147	1.422753349	1.287003754	-0.024103824	1.197751905	0.330985663	-0.367433001	0.51152	0.77661147	1.006965254	1.336151268	1.157653689	0.017360672	0.0	0.0	3.016491503	1.256931268	0.257928852	0.63428	1.747497338	1.217025663	3.493408688	0.666686472	1.657888852	0.873697338
TXNDC5	3.70103207	4.695108767	3.041734185	3.54249155	1.340624234	4.452982953	3.777983093	3.004071684	3.768067227	4.2212	2.57883	4.586026139	3.268170848	4.394946176	6.798598688	1.729355195	2.889776476	4.90092957	3.290438377	3.64772	3.908949649	4.02422	4.299673689	3.054328852	3.486531684	3.50072619	2.571514107	3.939958934	0.427327379	3.060443689	2.943876999	2.956738767	3.877326266	1.37182	2.082831268	4.248288767	4.630753093	2.489047499	2.298685195	2.16817	2.992653754	3.27522	5.111978688	1.049696476	3.892890581	2.997950581	4.284246139	0.309587227	3.53063155	3.002465663	3.734900672	2.929801905	1.670080848	4.393767338	3.486300593	2.2652	2.78483	2.688793348	4.454542759	3.853296176	2.923217379	3.62075207	4.087710581	1.656208934	3.849806346	2.35955314	3.173157379	2.600936476	1.877620848	2.76148147	4.586351733	3.645897227	2.998233093	4.412105735	3.27706147	4.490893349	3.883453754	2.384916176	4.230641905	3.477025663	2.111706999	3.05323	4.56221147	3.133665254	4.174901268	4.008373689	2.481780672	3.0917	2.005895254	4.838811503	3.181791268	2.803838852	2.61682	4.608227338	4.415425663	5.002228688	2.207196472	4.446358852	4.284607338
PPP1R2	4.04190207	5.636278767	2.731004185	3.45061155	2.667804234	5.846022953	4.297953093	2.818361684	1.744607227	4.89121	4.73755	4.036146139	3.377980848	6.323576176	7.193298688	4.043065195	4.283746476	5.89613957	4.637668377	4.1518	4.896169649	4.53531	5.333543689	5.243548852	4.515711684	4.46390619	3.962394107	5.067348934	2.986367379	5.403303689	4.078336999	5.718748767	2.715286266	4.05234	3.901341268	4.927018767	5.037353093	3.203917499	4.947355195	4.00166	3.867153754	4.16598	6.400598688	3.521986476	3.958290581	2.774320581	3.133086139	2.747657227	3.15392155	2.397945663	4.844360672	3.142181905	3.562010848	5.232277338	4.472460593	3.06472	2.36736	3.255303348	3.531442759	4.766196176	4.037527379	3.67242207	3.398830581	3.143788934	2.712606346	3.44372314	4.191317379	1.859366476	4.080600848	3.92249147	3.288471733	3.835677227	2.785353093	4.384135735	3.70541147	5.258153349	3.307653754	0.783986176	4.737601905	3.259705663	1.287076999	4.81008	3.33076147	2.742545254	3.127051268	4.839333689	1.202180672	3.07528	4.705625254	3.501331503	3.405741268	3.224498852	2.94743	4.009157338	5.243065663	7.907618688	4.232656472	4.516388852	4.141027338
DPP7	1.37820207	2.132928767	0.0	2.26318155	0.0	3.335922953	1.777883093	0.417201684	0.250847227	1.82217	1.24758	2.148716139	1.641440848	1.263246176	4.302088688	0.977545195	0.0	2.69503957	2.245178377	0.57641	2.037319649	2.31155	1.188993689	0.0	1.924181684	1.68708619	2.199884107	1.202678934	0.626717379	1.713423689	1.100926999	2.221248767	2.065766266	0.25614	1.285271268	2.669498767	0.390803093	0.668947499	0.863665195	0.54513	0.884933754	0.73769	4.278488688	-0.067443524	1.173600581	0.508820581	1.415086139	0.0	1.27600155	0.947555663	1.229660672	0.361691905	1.210300848	2.094237338	1.681360593	0.41564	0.91537	0.346623348	1.398282759	1.301946176	0.883717379	0.77170207	0.549050581	1.078948934	1.655346346	0.64895314	1.586347379	0.287946476	1.737740848	2.08934147	0.855291733	1.740487227	0.0	1.740655735	1.31935147	1.112603349	1.585383754	0.115206176	1.771711905	0.416475663	0.0	1.08141	1.63036147	1.611885254	1.038181268	0.626263689	0.735960672	1.59771	0.0	2.616221503	0.933221268	0.493108852	0.01224	1.270907338	2.554765663	4.393228688	0.527866472	1.583468852	1.614057338
ADGRE2	2.31917207	3.149308767	3.319774185	3.26686155	2.743644234	3.486032953	3.560113093	3.207971684	2.030617227	3.35984	2.76399	3.769286139	2.649800848	3.281826176	5.399878688	2.504925195	2.690206476	3.76963957	4.186448377	2.48379	3.518939649	2.676	3.032923689	3.069938852	2.185441684	4.54473619	2.017824107	3.978188934	2.508797379	3.086773689	3.117646999	2.908858767	4.392356266	2.41302	2.077331268	3.303858767	3.188583093	1.543837499	3.238915195	2.31377	3.432573754	2.43361	4.289568688	2.616746476	2.548870581	1.822880581	2.965526139	1.768287227	2.22917155	1.491625663	3.315910672	3.121551905	2.773140848	3.624567338	3.353090593	1.75046	2.25445	1.928923348	2.971102759	3.382266176	3.417447379	1.84512207	3.248040581	2.302918934	2.145796346	2.61650314	2.453267379	2.593776476	3.534450848	3.10878147	3.664021733	3.715427227	3.225403093	3.432465735	3.31271147	3.749863349	3.769883754	1.620556176	4.454931905	2.509485663	1.435876999	2.85303	3.97868147	2.454025254	3.951591268	3.560433689	1.684870672	2.68779	2.384185254	4.708621503	3.558951268	3.628888852	2.17715	4.457917338	3.571795663	4.515878688	2.806636472	3.269248852	3.878887338
ENPP7	0.85728207	0.667558767	0.936244185	0.85269155	0.382354234	0.325482953	0.522913093	-0.280398316	-0.017252773	0.41512	0.23711	0.050846139	0.204720848	1.703296176	2.152408688	0.129635195	1.565016476	0.45253957	0.024648377	0.68748	1.008949649	0.54884	0.482363689	1.179348852	-0.111648316	-0.15573381	-0.053505893	-0.062231066	0.859247379	2.122253689	-0.100903001	0.583938767	0.136986266	0.37052	0.190601268	0.684278767	0.514873093	0.937177499	0.216045195	0.31854	-0.089676246	0.26379	0.378498688	0.066466476	0.587570581	0.488430581	0.177916139	0.018827227	0.65645155	0.050715663	0.383380672	0.044751905	0.675130848	0.477377338	0.012410593	0.39277	0.28076	0.413123348	0.652552759	-0.034973824	0.541097379	0.0	0.804380581	-0.189991066	0.236416346	-0.07222686	0.543097379	0.215086476	0.404170848	0.65382147	0.872251733	0.302337227	0.0	0.281835735	-0.08591853	1.243893349	0.007473754	0.038856176	0.075881905	0.592345663	-0.176033001	0.54598	0.36331147	0.897715254	0.286821268	0.695863689	-0.001259328	0.20706	0.475295254	-0.123338497	0.102001268	0.042348852	0.64588	0.409617338	0.630745663	1.278588688	0.333346472	0.125228852	0.212867338
MCFD2	2.72979207	3.421308767	2.289064185	2.84127155	1.887514234	3.631702953	3.139713093	2.332991684	1.845687227	3.04213	2.67078	3.325586139	2.219060848	2.809626176	5.608128688	2.253405195	2.100046476	3.47098957	3.745558377	2.0294	3.115999649	2.7098	3.121553689	2.195148852	1.965951684	3.66397619	2.910984107	3.435638934	1.658177379	2.578863689	3.142406999	2.811188767	2.648066266	1.63836	1.763091268	3.151038767	2.819623093	1.834097499	2.508645195	2.24635	3.264153754	2.20649	4.733978688	2.028626476	2.412880581	2.075010581	2.568346139	0.963677227	2.29916155	1.868205663	2.770290672	3.122441905	2.320480848	3.054757338	2.938030593	1.16932	2.33163	1.813013348	2.768572759	2.941276176	2.403937379	2.22242207	3.128700581	2.378338934	2.371506346	2.01709314	2.205597379	1.798316476	3.038420848	2.63855147	2.675901733	2.973687227	1.909513093	3.165125735	2.68897147	3.232933349	3.267523754	0.940216176	3.896091905	2.002485663	0.872466999	2.69213	3.35820147	1.736305254	2.963151268	2.906043689	1.658760672	2.6433	1.008075254	3.798581503	2.711861268	2.729728852	1.9741	3.672357338	3.469105663	4.712188688	2.644466472	3.234118852	3.021147338
REG4	5.74083207	4.829858767	2.494264185	5.52028155	3.997754234	3.739042953	4.792933093	3.601871684	2.753157227	2.67352	5.16839	4.921926139	3.410560848	4.114256176	6.695178688	3.423005195	2.536836476	6.32203957	3.683458377	2.10074	3.859059649	5.73174	3.187383689	3.159778852	3.945081684	2.88756619	1.830674107	3.758458934	2.027757379	2.592753689	3.984416999	3.458778767	4.223896266	1.52076	4.109931268	5.053538767	2.265613093	3.512527499	4.479905195	3.94888	2.419433754	4.31433	4.263408688	2.235646476	5.565520581	5.230640581	4.466856139	0.488367227	4.49043155	3.598925663	3.685810672	3.625351905	3.543020848	2.854997338	2.756380593	3.06315	3.94812	3.308703348	4.316542759	5.722986176	3.714237379	1.68131207	3.904560581	1.747928934	3.452016346	3.03822314	3.453717379	4.550136476	3.051600848	2.64268147	4.788411733	4.037567227	4.369293093	4.402835735	4.22847147	5.417703349	2.257593754	3.769816176	4.453431905	3.703705663	2.580056999	3.90045	3.19142147	4.557115254	1.875941268	3.697403689	3.670670672	1.83507	1.926645254	3.688931503	6.740441268	4.265758852	2.51419	5.178517338	4.154655663	3.369928688	3.988886472	5.240608852	3.624677338
SUMF2	5.69458207	6.285568767	3.964374185	5.29378155	4.340924234	6.536592953	5.717733093	4.915391684	4.531597227	5.51486	6.36921	6.363446139	5.696450848	6.255896176	8.688338688	5.106235195	2.667636476	6.53644957	6.477858377	4.86596	6.157589649	5.91668	6.076923689	4.082538852	5.733721684	6.00255619	5.662664107	6.221518934	3.455477379	4.952853689	5.676936999	5.894208767	5.295056266	4.39922	4.756201268	6.591148767	5.154763093	3.738147499	5.739725195	4.88169	5.857923754	4.91582	7.411938688	4.983976476	5.456120581	5.035080581	5.382826139	1.935267227	5.24075155	4.817645663	5.908070672	5.101311905	5.404970848	6.335147338	5.855620593	3.71858	4.62698	4.803143348	5.687302759	6.125176176	5.123427379	5.05751207	5.365140581	5.026808934	4.680166346	4.96466314	5.457637379	3.893836476	5.632080848	5.45728147	4.528021733	5.368527227	4.610303093	5.720725735	5.47279147	5.470313349	5.737493754	2.827506176	6.084001905	3.855095663	3.834666999	5.13056	5.88736147	4.388165254	5.217991268	5.080083689	3.486080672	4.29643	2.302815254	6.168361503	5.603171268	4.641188852	2.7007	6.458227338	6.226035663	7.277728688	4.464076472	6.006508852	5.596977338
CANT1	1.14733207	1.078798767	0.694284185	0.95392155	0.536034234	1.634072953	1.160923093	0.213671684	0.548797227	0.71612	0.58779	1.684806139	0.582300848	1.646686176	3.323518688	0.459185195	1.228496476	1.28829957	1.158728377	0.70718	1.378789649	0.91785	1.383563689	1.102928852	0.456521684	2.08163619	0.643154107	0.920368934	0.516967379	1.497873689	0.302926999	0.765148767	1.059236266	0.52556	0.557181268	1.282328767	0.881213093	0.671377499	0.547945195	0.37385	0.485603754	0.55197	2.587818688	0.234736476	0.782360581	0.994730581	0.921516139	0.0	0.66474155	0.418995663	0.978160672	1.107161905	0.778210848	1.054137338	0.791520593	0.13035	0.47411	0.397743348	1.368452759	0.714286176	0.572087379	0.34469207	0.869880581	0.321868934	0.978886346	0.21187314	0.556697379	0.412676476	0.632710848	0.40763147	1.014721733	0.692437227	0.716043093	1.120185735	0.34201147	1.366543349	1.094313754	0.115946176	1.326461905	0.214345663	-0.350733001	0.64848	1.15985147	0.966255254	1.171071268	0.766993689	0.523300672	0.37526	0.432555254	2.192651503	0.820911268	0.666488852	0.30047	2.170827338	1.241195663	2.268578688	0.659266472	0.811148852	0.867297338
GAL	0.89177207	2.349798767	1.280634185	3.72477155	1.305744234	0.979552953	3.302423093	4.342111684	0.471077227	0.98376	0.04586	0.256106139	1.171040848	1.991336176	3.914128688	0.163915195	2.149546476	1.30824957	2.373878377	1.62207	3.372609649	1.05359	1.648703689	1.206038852	-0.246748316	4.05533619	1.169304107	2.137618934	0.939637379	2.101693689	3.893346999	2.220808767	2.767966266	4.35908	0.396621268	0.349148767	1.582183093	0.845807499	2.102975195	1.97296	1.522453754	2.85805	3.081438688	-0.037383524	0.305310581	1.483220581	3.585986139	0.104177227	0.84871155	-0.020494337	2.896800672	5.092881905	0.753210848	0.530917338	1.832520593	1.54399	0.6218	1.020963348	2.034322759	0.823416176	1.388277379	0.32615207	1.364530581	1.277988934	0.914216346	0.75220314	2.680237379	0.688926476	2.184310848	3.44803147	1.126481733	1.366117227	1.849593093	3.028605735	2.64830147	2.276583349	2.024893754	1.532266176	3.956711905	3.419805663	0.0	3.72602	2.52211147	1.017595254	2.932141268	2.249473689	1.176270672	2.35519	4.407615254	5.639071503	2.107091268	2.893878852	0.84902	4.102707338	4.321825663	2.021428688	3.058866472	0.002378852	1.673847338
TYRO3	0.67892207	0.558488767	0.864244185	0.67095155	0.354224234	0.150602953	0.346843093	0.0	-0.058532773	0.26281	0.29864	-0.057443861	0.059440848	1.381286176	1.964848688	-0.130434805	1.360086476	0.32407957	-0.355661623	0.37998	0.793739649	0.44404	0.526033689	0.979858852	0.067851684	0.0	-0.085015893	0.050858934	0.826017379	1.696903689	-0.167383001	0.390958767	-0.136343734	0.26565	0.009011268	0.421488767	0.310693093	0.654577499	0.130165195	0.07824	0.0	0.12569	0.300488688	0.0	0.147490581	0.102690581	0.020256139	-0.154842773	0.35487155	0.043565663	0.333510672	-0.106408095	0.569450848	0.492847338	0.083960593	0.20876	0.16831	0.0	0.379402759	-0.154563824	0.411187379	-0.35599793	0.406910581	-0.192661066	0.279906346	0.10751314	0.188557379	0.106966476	0.237580848	0.26534147	0.685931733	0.023967227	0.306423093	0.131155735	-0.15183853	1.012533349	-0.355606246	0.067006176	-0.005498095	0.209915663	0.0	0.23886	-0.02922853	0.703135254	0.047841268	0.350863689	-0.006179328	0.32659	0.394885254	-0.096548497	-0.076528732	-0.077131148	0.28837	0.458297338	0.498795663	0.803938688	0.374616472	-0.088961148	0.191107338
CRKL	0.81598207	2.722938767	0.309474185	1.38367155	0.492534234	3.374262953	1.626323093	0.175731684	2.196967227	1.32908	1.88491	2.542106139	1.294950848	2.662676176	5.133948688	0.920725195	0.0	3.22666957	2.699078377	0.90084	1.992799649	2.05124	2.683283689	0.985388852	1.541671684	2.30101619	1.438464107	2.676338934	0.521957379	1.623773689	1.523786999	1.348638767	2.533496266	0.57697	0.676341268	3.012488767	1.021723093	0.838457499	1.418845195	0.87316	1.825293754	1.06581	4.242638688	0.884446476	1.320230581	1.175700581	2.236346139	0.0	1.49531155	1.296105663	1.382730672	1.318671905	1.487190848	2.597177338	1.854800593	0.12006	0.81947	0.660783348	2.224222759	2.000926176	0.741287379	1.10543207	0.870680581	0.632158934	0.811126346	0.85061314	1.085797379	0.121736476	1.577550848	1.83859147	1.158391733	1.420547227	0.819993093	1.732335735	1.41040147	2.136333349	2.260353754	0.0	3.223301905	0.387915663	-0.311403001	0.76846	2.27821147	0.862505254	1.107561268	1.698423689	0.425190672	0.0	0.0	2.971271503	2.173271268	0.956448852	0.4586	3.558707338	2.610765663	5.061298688	0.586016472	2.389728852	1.341607338
IGFBPL1	2.85933207	4.224128767	1.158694185	2.21320155	1.460004234	1.430972953	1.598913093	2.924441684	1.184087227	2.11529	3.70036	1.451506139	2.446140848	3.573706176	4.184028688	2.040325195	1.019036476	3.57896957	2.076778377	3.72645	2.795899649	2.63095	2.119023689	1.805698852	2.239211684	0.53644619	2.881804107	1.194518934	0.150087379	1.374113689	2.642506999	3.123718767	-0.184803734	0.24406	3.809201268	3.857378767	0.0	2.377837499	2.877925195	2.60571	0.520533754	2.60617	2.458398688	1.505906476	2.066340581	1.034090581	1.189256139	-0.032722773	2.51023155	1.155235663	1.750570672	0.644051905	0.147370848	2.453297338	1.609060593	1.63712	1.19064	2.724413348	1.408662759	4.110976176	2.565557379	0.69618207	1.160060581	3.103098934	0.647286346	1.62028314	2.951857379	1.099916476	2.865660848	2.73631147	2.180751733	3.279897227	1.999823093	2.539025735	3.70719147	3.096913349	2.688143754	0.659306176	1.408441905	1.105055663	-0.102803001	1.73971	0.01973147	2.696745254	0.240381268	1.681913689	0.690600672	0.95275	0.700515254	1.015191503	3.719761268	2.129318852	0.0	2.430427338	3.005925663	2.513218688	0.961706472	3.422048852	2.511857338
VCAN	5.63768207	4.997088767	4.878414185	4.43790155	3.863384234	4.251432953	4.108253093	3.875821684	3.728847227	4.46269	4.74404	4.135966139	4.903910848	5.887096176	5.947988688	4.045675195	5.269476476	4.55681957	4.009148377	4.88774	4.288439649	4.31649	4.563353689	5.392898852	4.642031684	3.96978619	4.416204107	3.883158934	4.621317379	6.101763689	4.125646999	4.713978767	2.905596266	4.38693	4.364411268	4.938028767	4.536403093	4.533937499	3.919335195	4.39093	3.926123754	4.45876	4.361268688	4.743756476	4.801270581	4.702340581	3.648146139	4.144007227	4.32842155	4.472555663	4.308540672	4.208421905	3.795810848	4.628767338	4.188030593	4.45558	4.37106	4.606793348	5.076432759	3.880816176	4.518887379	3.83707207	4.267190581	3.906038934	4.265696346	4.42217314	3.981377379	4.607396476	4.347360848	3.57445147	4.752701733	3.748817227	4.504613093	4.332315735	3.86012147	5.351193349	3.694233754	3.215146176	4.055631905	4.596575663	3.754636999	4.38632	5.01961147	4.880915254	3.840201268	4.835713689	3.674820672	4.55251	4.416925254	3.572331503	4.049891268	4.298928852	4.11029	4.849997338	4.164225663	4.765798688	4.157056472	4.409688852	4.270597338
