	N120B	N123B	N124B	N126B	N130B	N131B	N138B	N140B	N144B	N146B	N148B	N149B	N150B	N151B	N152B	N153B	N155B	N158B	N160B	N161B	N163B	N164B	N165B	N166B	N169B	N171B	N172B	N176B	N178B	N179B	N182B	N185B	N186B	N187B	N188B	N189B	N192B	N193B	N195B	N197B	N198B	N199B	N200B	N202B	N203B	N205B	N210B	N212B	N214B	N215B	N216B	N217B	N218B	N221B	N222B	N224B	N226B	N228B	N229B	N232B	N233B	N234B	N235B	N238B	N239B	N240B	N242B	N243B	N245B	N246B	N247B	N248B	N250B	N254B	N255B	N256B	N259B	N261B	N265B	N267B	N268B	N269B	N270B	N153AB
IPSP	6.948367232	6.112700133	7.180903709	6.153805336	5.137503524	6.689299161	6.059614856	6.607330314	7.30833903	8.338513555	6.762880293	6.373300197	6.783980414	6.45779126	6.246027981	6.355791547	9.110874761	6.571373436	4.972692654	6.540709263	5.736063628	6.780047576	6.373300197	7.353146825	6.259272487	6.223036338	7.804131021	7.036723106	7.093813673	6.9795681	7.221103725	5.885086225	6.359310317	6.94602899	6.263034406	6.692092375	5.318316841	6.669593751	5.716990894	6.203592714	7.816983623	6.459431619	5.307428525	6.682292371	5.64096791	7.030115331	7.047669251	5.520422249	5.83541884	7.036723106	5.51412226	6.528258743	6.864186145	6.259272487	7.175923742	6.777419716	6.272396509	6.100136671	7.34251919	6.165911939	6.811214118	6.6794801	5.815063017	6.321928095	7.025693274	6.834154981	6.207502459	6.381975479	6.004501392	4.770829046	7.192785959	6.100136671	7.211401637	6.223036338	6.887525271	6.031218731	6.982993575	6.303780748	6.131342539	5.760220946	6.818901676	6.044394119	6.590961241	6.512542955
PCOC1	6.368069877	5.711494907	6.883865155	6.300123725	6.778734244	7.23457796	6.341630009	7.594697827	6.17990909	6.930737338	6.263034406	7.06608919	6.834154981	6.116863758	6.191799501	6.240314329	8.131342539	7.249824549	5.852997588	5.44625623	6.141596278	7.359310317	6.40599236	6.852997588	6.070389328	5.03562391	6.806066226	6.050936965	6.121015401	5.491853096	5.719731057	5.285402219	6.057450272	6.770829046	7.163901214	6.974988112	5.053111336	6.354028938	6.341630009	5.572889668	7.208478242	6.362820526	6.649615459	5.593951284	5.617651119	6.285402219	6.614709844	6.215290306	5.880195729	6.554588852	6.046578367	5.804776378	6.881419908	6.309248961	6.139551352	7.109569509	6.472487771	5.375039431	6.917670434	6.334496768	6.62935662	6.557655155	5.799605422	5.402585758	6.249824549	5.865423978	6.21916852	5.325530332	6.957682486	5.44625623	6.432959407	6.290940402	7.06608919	6.255500733	7.150762744	6.757556689	7.026800059	6.199672345	6.203592714	6.044394119	6.416164165	6.651051691	6.081083929	6.622051819
SAP	6.297821126	6.412781525	6.087462841	7.156841525	4.822730148	5.50779464	6.321928095	6.58345891	6.347291583	6.12622564	6.798309782	5.569855608	5.956521363	6.790986303	6.711494907	6.651051691	5.832890014	7.597680144	5.865423978	5.820178962	6.585872282	6.110613806	5.708739041	4.655351829	5.01346226	6.261154673	4.263034406	5.940221881	5.504620392	5.22881869	5.850499414	6.477353527	6.619119511	6.66106548	6.259272487	5.730639956	6.185866545	6.191471795	6.655351829	7.14974712	5.385431037	7.157852169	6.354028938	6.891176125	5.773468928	6.67987959	6.826548487	7.082149041	6.033423002	5.738767837	6.230741003	5.988684687	5.918863237	5.821469786	5.266786541	5.590961241	6.257387843	6.730639956	7.408542042	6.574380981	6.242221395	6.390686736	6.605849867	6.929554316	5.773468928	5.820178962	6.565292521	6.776695562	4.087462841	5.83137977	6.677383121	5.491853096	6.496654083	6.135452784	6.139551352	6.28169825	5.903714339	5.986410935	6.002252452	6.205548911	6.981852653	6.846744023	6.714245518	6.116863758
ZPI	7.049848549	6.38024459	5.902073579	5.87282876	8.996049728	7.736740155	6.417852515	6.623515741	7.253611152	7.215290306	7.509379149	5.412781525	7.396604781	5.255500733	6.6395216	7.599168993	8.631540867	6.587964989	5.738767837	4.832890014	6.738767837	7.126188211	6.730639956	6.74281467	5.655351829	5.590961241	6.924812504	7.184875343	6.61176256	6.729280846	6.578938713	5.778734244	5.802193217	5.371558863	6.712870868	6.439623138	6.050936965	6.002252452	6.429615964	6.318316841	7.225930411	6.599912842	6.385431037	4.626439137	5.213347282	6.795715007	6.031218731	5.044394119	4.791814071	6.699051844	6.543805176	5.285402219	7.005624549	7.397460726	6.392317423	6.768184325	6.651051691	5.694880193	7.386293635	6.87282876	7.447083226	6.523561956	7.521207816	6.813781191	6.817623258	6.357552005	7.048759312	4.64385619	7.14363831	7.357552005	6.451211112	6.778734244	6.512542955	6.329123596	7.29186137	6.900866808	6.48703608	4.733354341	6.292781749	4.760220946	5.8899602	5.325530332	6.6794801	6.586464526
LYOX	6.361066489	6.249824549	5.274261661	6.098032083	3.523561956	7.0725346	7.712183051	6.756222713	7.256444596	5.566815154	7.331812684	7.198690586	6.268658955	6.662490364	6.95419631	9.071730497	7.053111336	7.414473836	6.578938713	7.226893814	6.365855727	7.632268215	6.551516018	6.782670659	7.010108453	7.165911939	6.108524457	7.656067274	6.246027981	6.040015679	6.498250868	6.76420813	6.559185866	5.885086225	6.517275693	5.017921908	5.897240426	6.565292521	7.352264173	6.798309782	7.706668682	7.301953395	7.30560579	7.256444596	6.912889336	7.337062035	6.982993575	6.683696454	6.962317655	6.761551232	6.723831566	6.596935142	6.470862199	6.963497268	6.834154981	7.20261362	6.778734244	6.373300197	7.089582893	6.746850183	5.9795681	6.707359132	6.701826258	7.126188211	6.437960088	6.211401637	6.292781749	6.532855963	6.648177796	7.047669251	6.824004051	6.392317423	6.682292371	6.685099172	6.240314329	6.525129251	5.64096791	7.014578465	6.431288654	6.841721581	7.54225805	6.721099189	6.376776572	6.311067102
RNAS4	7.499845887	7.108524457	6.321928095	7.666046429	4.847996907	5.649615459	6.510961919	5.66106548	5.916476644	7.137503524	5.754887502	5.416164165	6.802193217	5.923624611	5.83541884	5.937815169	8.520815086	6.141596278	7.224966365	5.867896464	5.935459748	6.10433666	5.741466986	8.247452865	6.112700133	6.098032083	7.601399391	4.590961241	5.914086097	7.458611673	6.816343705	5.121015401	5.768184325	7.447909749	7.144658243	6.785288981	4.99095486	6.431288654	5.153805336	6.153805336	7.754887502	6.395748328	5.593951284	5.714245518	5.8899602	6.721099189	8.425425735	6.093813673	5.867896464	7.553053253	6.381975479	6.114783447	6.8008999	5.244125943	7.278914019	6.496654083	6.390598906	6.673839056	7.696967526	5.694880193	7.930145948	6.407692649	7.736740155	5.263034406	7.181897643	6.73470962	8.021812824	5.193771743	6.414473836	5.442943496	6.553053253	5.626439137	6.982993575	5.649615459	5.830356747	6.462706751	6.276124405	5.364572432	6.338067798	6.338067798	6.982993575	7.208478242	6.325530332	7.063934306
HTRA1	6.290940402	5.817623258	6.6395216	6.159871337	4.498250868	6.44625623	6.794415866	7.592457037	5.596935142	6.171927354	5.754887502	6.616181231	6.623515741	5.852997588	6.554588852	6.540709263	6.685099172	6.224966365	7.951867504	6.866660751	6.268658955	6.671010241	6.875288598	7.088523257	7.150762744	6.534497434	6.727920455	5.947198584	5.452858965	7.191799501	6.906890596	5.292781749	7.495055528	7.647458426	6.40599236	7.06608919	6.236492618	6.325530332	5.860466259	6.888743249	7.748863715	7.10433666	6.375039431	7.476543706	5.799605422	6.944858446	7.593951284	7.314696526	7.264911693	7.247927513	7.568336182	6.909293086	6.981852653	6.050936965	7.263973355	6.746850183	6.821455119	6.766860144	7.727239777	6.330916878	6.794415866	7.107478647	7.478162893	3.87774425	7.374170076	7.554588852	6.587964989	6.636624621	6.378511623	4.608809243	6.665335917	6.309248961	5.602884409	6.031218731	5.807354922	6.383704292	5.01346226	6.501439145	7.175923742	7.053111336	6.777419716	8.021257621	6.749534268	7.631540867
SERPH	5.623515741	6.300123725	5.548436625	6.242221395	4.94016675	6.87036472	7.147713722	7.290018847	7.263973355	6.083213368	6.257387843	6.506208389	6.48864354	6.268658955	7.17292749	7.087462841	5.794415866	7.558420713	6.532940288	6.318316841	6.008988783	6.633721813	6.680886921	6.108524457	6.238404739	6.424586226	5.997744026	6.766860144	5.593951284	6.745506266	5.958842675	6.58345891	7.721782768	6.578938713	6.859224162	5.885086225	6.341630009	6.303780748	6.924812504	7.23935985	6.756222713	6.675251386	7.050936965	6.537606691	6.0725346	6.610286657	6.263034406	6.765534746	6.987548259	6.595443985	6.807354922	7.007868243	6.587964989	6.789207575	6.364572432	6.592457037	6.601399391	6.645298164	6.904484098	6.465974465	6.01346226	6.177917792	6.595443985	5.947198584	6.817623258	6.746850183	6.163901214	6.449561375	6.350497247	5.638073837	6.357552005	6.417852515	6.0	6.517275693	6.123086751	6.697662633	4.590961241	7.655351829	6.808642468	6.75087444	6.834154981	6.689299161	6.827819025	6.419538892
QSOX1	6.816343705	6.133399125	6.381975479	6.371558863	7.00337736	6.965784285	5.8899602	7.303780748	6.665335917	7.169925001	6.181897643	6.040015679	6.261154673	5.61176256	5.581953751	7.142617655	8.812498225	6.99095486	5.532940288	5.852997588	6.5360529	7.718361626	6.638073837	6.595443985	5.572889668	4.94016675	7.287250643	6.719731057	6.048759312	6.662490364	6.559185866	5.332707934	5.54225805	6.422905743	6.037821465	6.62058641	4.40599236	5.986410935	5.517275693	5.040015679	6.987548259	5.904484098	5.977279923	5.510961919	5.517275693	6.006746832	6.557655155	5.563768278	5.705977902	6.826548487	6.54689446	5.678071905	7.183883459	6.499845887	6.961160258	6.04220656	7.207502459	5.778734244	6.727920455	6.224966365	6.704595348	6.221103725	6.495055528	6.171927354	6.685099172	5.865423978	6.649615459	4.722466024	6.037821465	6.736063628	6.441284272	6.390598906	6.730639956	5.736063628	7.762880293	6.253611152	7.249824549	5.311067102	5.956521363	5.51412226	6.350497247	5.368069877	6.276124405	7.140574178
TRYB2	6.890417981	5.765534746	6.470862199	6.296457407	5.545350645	5.070389328	5.911691582	6.197708158	6.167919866	6.10433666	7.13442632	5.053111336	6.203592714	5.852997588	6.515527001	6.06608919	6.055282436	6.279842694	6.44625623	5.746850183	7.563005553	5.459431619	5.529820947	5.06608919	5.232660757	5.472487771	5.924932199	5.59068218	5.852567313	5.815063017	6.12722055	8.165911939	5.523868468	5.593951284	5.773468928	5.247927513	9.026246773	5.64385619	6.141596278	5.0	5.885086225	5.569855608	5.491853096	7.11997861	5.942514505	5.575917361	6.842197873	5.578938713	6.929554316	7.0	5.986689566	6.244125943	6.19200729	5.074676686	5.791814071	8.47208155	5.614358572	3.485426827	5.539158811	6.653919873	6.300123725	6.542266207	5.498250868	7.982423227	6.125155131	4.765534746	5.875288598	4.161887682	6.949534933	5.666756592	7.621319301	6.444600814	6.091699834	6.16838093	5.612920081	5.440945111	5.482865031	5.456149035	6.283346302	6.444600814	5.402585758	4.385431037	5.956521363	6.515699838
TINAL	7.146695948	6.102238194	7.834787049	7.14363831	4.247927513	6.924812504	6.899659026	6.797012978	5.510961919	6.780047576	4.842978832	7.407692649	6.303780748	7.273329387	6.224966365	6.87897051	6.528258743	6.296457407	7.478162893	7.804776378	4.54225805	6.011227255	6.135452784	7.831623937	7.303780748	7.376776572	7.411087227	6.909293086	5.82527683	7.651769271	6.554588852	7.576673293	6.966937979	8.009548727	7.36018867	5.442943496	6.963474124	7.495855027	5.970393538	7.230741003	6.785288981	7.405141463	7.276124405	7.297374861	7.481395824	7.392317423	7.678071905	7.186857067	6.392317423	6.04220656	7.175923742	6.86913112	5.804776378	6.560714954	7.448735798	6.207502459	7.564530601	7.619853147	7.071462363	5.449561375	7.0725346	6.203592714	7.086401646	4.62058641	6.378511623	7.215290306	7.635173947	8.068240861	5.292781749	4.666756592	6.785288981	6.465974465	8.178415874	6.672425342	6.255500733	6.348728154	4.700439718	7.220136447	6.744161096	7.503825738	6.704595348	7.692092375	6.797012978	7.073606041
PGCA	7.111657346	5.048759312	6.575917361	5.026800059	2.906890596	6.213347282	6.626439137	4.770829046	5.008988783	4.314696526	4.364572432	7.414473836	6.031218731	5.689299161	6.424586226	7.293701542	6.362820526	4.705977902	6.294620749	7.253611152	5.161887682	4.548436625	5.289096702	8.25313837	7.569855608	9.213590303	7.176921112	5.602884409	6.098032083	7.521992956	8.554205105	6.666756592	6.12722055	9.148476582	6.777419716	5.022367813	5.757556689	7.822092774	6.642412773	6.998872454	7.115823977	7.801546703	6.762880293	6.201633861	6.832890014	8.332707934	6.207502459	5.815063017	6.01346226	5.875288598	7.921245889	7.872213144	6.264911693	6.540709263	7.590961241	6.941341105	7.658925511	7.400879436	7.82527683	6.089582893	5.181897643	4.887525271	6.921245889	5.949534933	6.102238194	6.673839056	5.375039431	8.453270634	4.847996907	5.125155131	5.593951284	7.750204509	8.138015753	5.82527683	5.894817763	6.422905743	4.263034406	7.080018029	7.46760555	6.427941333	6.057450272	7.688600011	7.80928581	8.185371029
AGRIN	7.106432078	6.531381461	6.731997787	8.035073997	5.181897643	6.815063017	6.736063628	6.719731057	6.571373436	6.157852169	6.191799501	7.075746538	6.451211112	5.725195817	7.022367813	7.393175914	6.387155718	6.966937979	6.995484519	6.793115555	6.970393538	6.665335917	6.320123598	7.505414609	6.388878339	7.085339669	6.375039431	7.0725346	5.429615964	7.108524457	6.330916878	7.570614722	6.605849867	7.056366761	7.156841525	6.28169825	7.016808288	6.51412226	6.998872454	6.451211112	6.86913112	7.101187815	6.482202926	6.656782364	6.464341533	6.697662633	6.865423978	6.914086097	6.311067102	6.710117632	7.250772132	6.338067798	6.680886921	6.495055528	6.532940288	6.447909749	6.592457037	6.209453366	7.067165427	6.376776572	6.943686952	6.860466259	7.133399125	6.268658955	6.776103988	6.826548487	6.786596362	7.252665432	6.223036338	6.665335917	6.62935662	7.007868243	6.442943496	6.452858965	6.268658955	6.329123596	6.303780748	7.314696526	6.686500527	6.754887502	7.222070355	6.908092341	7.105384749	6.255500733
PGBM	7.182890893	6.58044702	7.421223299	6.837943242	4.529820947	6.928370323	6.864186145	7.121015401	5.791814071	6.452858965	5.48864354	7.482202926	6.224966365	7.221103725	6.540709263	6.928370323	6.048759312	6.5360529	7.156841525	7.708049252	5.259272487	6.521992956	6.055282436	7.506208389	7.456970381	7.199672345	6.942514505	7.434628228	6.287250643	7.732676223	6.75087444	7.607330314	7.377644358	7.740118043	7.23935985	5.153805336	7.257387843	7.354028938	6.366322214	7.180903709	6.850499414	7.294620749	7.366322214	7.425425735	7.92243574	7.170926525	7.29186137	7.005624549	6.736063628	6.247927513	7.240314329	7.285402219	5.847996907	6.655351829	6.840463234	6.199672345	7.456970381	7.501439145	6.75087444	5.963474124	6.721099189	6.531381461	6.974988112	5.395748328	6.390598906	6.851749041	6.978424465	7.936048964	5.725195817	4.972692654	7.06501215	6.960001932	7.589463893	7.069315495	6.287250643	6.385431037	5.061776198	7.707359132	6.854245054	7.515699838	6.668175869	7.51412226	6.87897051	6.981852653
FINC	5.923624611	6.980710829	6.532940288	6.437960088	5.385431037	7.434628228	6.962317655	7.4749227	6.217230716	6.110613806	6.137503524	6.875288598	6.777419716	6.189824559	6.658211483	6.741466986	6.244125943	7.68580002	6.733354341	5.880195729	6.619119511	7.672425342	6.623515741	7.763544364	6.703211467	6.62935662	6.114783447	7.016808288	6.30560579	6.780047576	6.577428828	6.710117632	7.330916878	6.54225805	7.165911939	6.01346226	6.277984747	6.346956889	6.837943242	6.648177796	6.608809243	6.512542955	7.216260837	6.247927513	7.780703794	6.972692654	6.490249211	6.246027981	6.886306263	5.804776378	6.95419631	6.782670659	6.539158811	6.610286657	6.808642468	6.259272487	6.837943242	6.539158811	6.40599236	6.257387843	6.427941333	6.727920455	6.6794801	6.294620749	6.517275693	6.261154673	6.605849867	6.876516947	6.301953395	5.99095486	6.368069877	6.928370323	6.765534746	6.595443985	6.496654083	6.577428828	6.361066489	8.223519087	6.645298164	6.970393538	6.776103988	6.692092375	6.259272487	6.482202926
HMCN1	6.847977198	7.124590329	7.109569509	6.77478706	3.776103988	6.871597266	7.155830172	6.364572432	5.970393538	6.567408333	6.109503567	7.067165427	5.923624611	6.614709844	6.175923742	7.090408714	6.557655155	6.419538892	6.526270633	6.215290306	6.419538892	5.692092375	6.070389328	8.55228484	6.765534746	7.068240861	6.766605246	7.062046696	5.904507626	7.426264755	7.579693063	7.094869433	7.28077077	8.71183902	6.736063628	6.123086751	7.602884409	7.581200582	7.918266959	7.385431037	7.136073216	7.412781525	7.382840144	7.026800059	7.0	6.592457037	6.875288598	5.944858446	6.539158811	6.30560579	6.429948663	6.672425342	6.191799501	6.64385619	6.385431037	7.279842694	7.831623937	7.810571635	6.760220946	6.108430267	7.275193334	7.254606496	7.021848933	6.060107237	6.62058641	6.312882955	6.86913112	5.87282876	6.155830172	5.837943242	6.85731518	6.643691125	7.248876343	6.157852169	6.267208713	4.822730148	5.216380611	7.01346226	6.855491443	6.251719093	6.354028938	6.289096702	6.414473836	7.311067102
HPLN1	6.568336182	6.566815154	6.264911693	5.566815154	3.608809243	6.110613806	6.327328083	4.862947248	5.727920455	4.224966365	4.797012978	6.404290064	6.572889668	5.820178962	5.804776378	6.556122818	6.432959407	5.578938713	5.510961919	7.307428525	4.263034406	4.672425342	5.141596278	6.960001932	7.334496768	7.86913112	7.04220656	5.392317423	5.930737338	8.536441505	8.667466405	6.022367813	6.046578367	9.518062976	6.575917361	5.545350645	5.368069877	7.090641752	5.392317423	8.139551352	6.451211112	7.966937979	5.244125943	6.673839056	5.860466259	8.480184324	5.145677455	5.738767837	5.911691582	6.048759312	8.251719093	7.711494907	7.302867361	5.786596362	8.211888295	6.09592442	8.480992104	8.328674927	6.915281866	5.663913842	5.482202926	4.972692654	5.388878339	4.770829046	6.108524457	6.795715007	5.716990894	8.384567923	5.388878339	4.385431037	7.020146573	7.032321287	6.177917792	5.044394119	6.175923742	6.936637939	4.672425342	6.155830172	7.530601415	6.424586226	5.867896464	7.961160258	7.900866808	6.656782364
HPLN3	6.495055528	5.937815169	8.027353134	5.968090752	2.807354922	7.888134388	7.530601415	5.933100475	4.995484519	6.669593751	4.95419631	8.262564702	7.118859831	7.204571144	6.799605422	8.221103725	6.236492618	5.997744026	6.098032083	7.126188211	5.177920297	5.361066489	6.485426827	7.888134388	7.378511623	8.547280156	7.010108453	8.411087227	5.325530332	7.114783447	7.316507819	7.238404739	7.595443985	8.66498053	6.707359132	5.165911939	5.867896464	8.860776616	6.894817763	5.66106548	7.596935142	6.685099172	7.265849421	6.14974712	7.818901676	6.887076357	7.155830172	5.686500527	6.761551232	6.503030646	6.493455201	6.574404309	5.617651119	6.91013123	5.426264755	6.23457796	7.471675214	7.648177796	7.021257621	6.595443985	7.004802622	5.557655155	7.241268177	5.462706751	6.368069877	5.827819025	5.217230716	7.480688531	5.202315479	5.526694846	5.968090752	7.241268177	7.725195817	6.83541884	6.672425342	5.857980995	4.459431619	8.805743872	6.249824549	6.06608919	6.311067102	8.116343961	7.614709844	8.05039286
LAMA4	6.721099189	6.8008999	6.189824559	6.350497247	4.632268215	7.034523875	7.265849421	6.787902559	6.793115555	6.512542955	6.169925001	6.719731057	6.725195817	6.955359305	7.283551423	7.00337736	5.8899602	7.044394119	5.672425342	6.683696454	5.812498225	6.842978832	6.48864354	5.993221467	6.452858965	6.62935662	6.290940402	6.958842675	6.357552005	7.048759312	6.14974712	8.355351096	7.017921908	5.700439718	7.372429792	6.23457796	6.864186145	6.733354341	6.74819285	7.006746832	6.409390936	7.327328083	7.315602457	6.649615459	6.587964989	6.745506266	6.994353437	6.703211467	6.804776378	6.6043679	7.407692649	6.927185358	6.893604905	7.037821465	6.240314329	6.332707934	6.09592442	6.279842694	7.011227255	6.424586226	7.440453944	6.447909749	5.949534933	6.548436625	6.790511412	6.893604905	6.662490364	6.199672345	6.659639187	5.935459748	6.893604905	6.483815777	5.730639956	7.171927354	6.400879436	6.592457037	5.602884409	6.97384084	6.388878339	6.602884409	7.238404739	6.300123725	6.605849867	6.697662633
